app_name,authority,releaseDate,developer,tabName 
医生圈,"1读取电话号码
2访问大致位置信息（使用网络进行定位）
3重新设置外拨电话的路径
4录制音频
5读取联系人
6查找设备上的帐号
7拨打电话
8显示在其他应用上面
9修改或删除存储卡中的内容
10访问确切位置信息（使用 GPS 和网络进行定位）
11新建/修改/删除联系人
12发送短信
13相机
14读取存储卡中的内容
15修改系统设置
16读取通话状态和移动网络信息",2020/12/4,深圳市玄关健康科技有限公司,社交通讯
POPi社交,"1读取联系人
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/11/4,完美育教（北京）科技有限公司,社交通讯
19楼,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4查找设备上的帐号
5拨打电话
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9发送短信
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/9/28,十九楼网络股份有限公司,社交通讯
POME,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6读取通话状态和移动网络信息
7修改系统设置",2020/8/31,南京墨者网络科技有限公司,社交通讯
很皮语音包,"1录制音频
2显示在其他应用上面
3访问确切位置信息（使用 GPS 和网络进行定位）
4修改系统设置
5拨打电话
6修改或删除存储卡中的内容
7读取存储卡中的内容
8读取通话状态和移动网络信息
9访问大致位置信息（使用网络进行定位）
10相机",2020/12/1,广州清蝉网络科技有限公司,社交通讯
方太幸福家,"1拨打电话
2读取电话号码
3新建/修改/删除日历
4显示在其他应用上面
5读取日历
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8访问大致位置信息（使用网络进行定位）
9录制音频
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息",2020/12/10,宁波方太营销有限公司,社交通讯
68宠物,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/12/4,湖南纳九物联科技有限公司,社交通讯
口袋48,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5录制音频
6相机
7读取存储卡中的内容",2020/11/28,上海丝芭文化传媒集团有限公司,社交通讯
自在社区,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4读取短信/彩信
5拨打电话
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9新建/修改/删除联系人
10接收短信
11相机
12读取存储卡中的内容
13修改系统设置
14读取通话状态和移动网络信息",2020/12/1,广州市思力智慧互联网科技有限公司,社交通讯
app_name,authority,releaseDate,developer,tabName
一点英语,"1读取联系人
2修改或删除存储卡中的内容
3访问大致位置信息（使用网络进行定位）
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/12/4,深圳无觅科技有限公司,教育
开言英语先锋版,"1录制音频
2查找设备上的帐号
3显示在其他应用上面
4修改或删除存储卡中的内容
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/12/3,北京点点看看科技有限公司,教育
沪江网校,"1显示在其他应用上面
2修改或删除存储卡中的内容
3录制音频
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/11/26,沪江教育科技（上海）股份有限公司,教育
英孚英语 24x7,"1录制音频
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/9/23,上海英培商务咨询有限公司,教育
VIPKID英语,"1读取联系人
2新建/修改/删除日历
3显示在其他应用上面
4读取日历
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8新建/修改/删除联系人
9录制音频
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/1,北京大米科技有限公司,教育
小站雅思,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7重新设置外拨电话的路径
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/10,上海业霆网络科技有限公司,教育
DaDa英语,"1读取联系人
2拨打电话
3新建/修改/删除日历
4读取日历
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8重新设置外拨电话的路径
9新建/修改/删除联系人
10录制音频
11相机
12读取存储卡中的内容
13读取通话状态和移动网络信息
14修改系统设置",2020/12/8,上海卓赞教育科技有限公司,教育
伴鱼绘本,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/12/10,北京读我科技有限公司,教育
开言英语,"1新建/修改/删除日历
2读取日历
3录制音频
4显示在其他应用上面
5修改或删除存储卡中的内容
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/12/8,北京点点看看科技有限公司,教育
星火英语,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9修改系统设置
10读取通话状态和移动网络信息",2020/11/19,山东星火国际传媒集团有限公司,教育
流利说-英语,"1录制音频
2修改或删除存储卡中的内容
3相机
4读取存储卡中的内容
5读取通话状态和移动网络信息
6修改系统设置",2020/12/2,上海流利说信息技术有限公司,教育
斑马AI课,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息",2020/11/30,北京猿力教育科技有限公司,教育
傻瓜英语,"1新建/修改/删除日历
2读取日历
3录制音频
4修改或删除存储卡中的内容
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/12/3,易界在线网络技术（北京）有限公司,教育
英语趣配音,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7相机
8读取存储卡中的内容
9修改系统设置
10读取通话状态和移动网络信息",2020/12/1,杭州菲助科技有限公司,教育
阿卡索AI英语课堂,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/12/12,深圳市阿卡索资讯股份有限公司,教育
土豆雅思,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/12/9,北京治学教育科技有限公司,教育
阿卡索英语,"1显示在其他应用上面
2修改或删除存储卡中的内容
3录制音频
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息
7修改系统设置",2020/12/12,深圳市阿卡索资讯股份有限公司,教育
宝宝玩英语,"1读取联系人
2查找设备上的帐号
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/11/17,北京启萌教育科技有限公司,教育
